iso3,year_month,fx_rate,fx_mom_pct_change,fx_yoy_pct_change,fx_3m_pct_change,fx_6m_pct_change,fx_volatility_3m
HUN,2023-01-01,367.33,-4.530096683646956,15.950126262626263,-13.7925369631542,-7.433913766600309,1.4155571026073381
HUN,2023-02-01,359.19,-2.2159910706993635,14.086520137212567,-9.97969975689832,-9.585420494877539,1.1627029675284477
HUN,2023-03-01,359.53,0.09465742364764829,5.168782542561279,-6.557334442249719,-11.84100828797019,2.312377269004137
HUN,2023-04-01,342.68,-4.686674269184765,-1.1338391852514396,-6.710587210410257,-19.57756395212392,2.3911121780665874
HUN,2023-05-01,342.75,0.020427220730701023,-5.739508277872507,-4.576964837551156,-14.099897245683069,2.739326173723305
HUN,2023-06-01,342.15,-0.17505470459519,-8.913026116124911,-4.834088949461801,-11.074436012059474,2.6630098483696085
HUN,2023-07-01,342.85,0.2045886307175282,-13.60280220749438,0.049608964631731034,-6.664307298614314,0.18984979593748846
HUN,2023-08-01,353.35,3.0625638034125657,-11.055453469932274,3.0926331145149533,-1.6258804532420124,1.7698552084461214
HUN,2023-09-01,361.74,2.3744163011178765,-11.299102545240547,5.725558965366084,0.6146914026645911,1.491627812821219
HUN,2023-10-01,364.88,0.868026759551066,-14.367519361652203,6.425550532302737,6.478347146025443,1.1224043591576738
HUN,2023-11-01,350.47,-3.9492435869326825,-12.16510864389363,-0.8150558935899221,2.252370532458059,3.303129259298253
HUN,2023-12-01,350.14,-0.09415927183498152,-8.997816820875348,-3.2067230607618846,2.335233084904287,2.549299597491391
HUN,2024-01-01,350.34,0.0571200091391999,-4.625268831840579,-3.9848717386538057,2.184628846434289,2.2706647250417884
HUN,2024-02-01,359.69,2.6688359878974888,0.13920209359947755,2.6307529888435432,1.7942549879722547,1.5533881560349379
HUN,2024-03-01,363.64,1.098167866774169,1.1431591244124295,3.8556006168960932,0.525239122021337,1.3147775060379987
HUN,2024-04-01,365.97,0.6407435925640748,6.79642815454653,4.46138037335162,0.2987283490462733,1.0637507600748661
HUN,2024-05-01,358.49,-2.043883378418998,4.5922684172137185,-0.3336206177541712,2.2883556367164104,1.6974954574012129
HUN,2024-06-01,366.68,2.284582554604042,7.16937015928687,0.8359916400836109,4.723824755811967,2.1849883996561483
HUN,2024-07-01,362.19,-1.224500927239014,5.640950853142757,-1.032871546848113,3.3824284980304986,2.299299596876794
HUN,2024-08-01,358.93,-0.900080068472342,1.5791707938304755,0.1227370359005775,-0.2112930579109773,1.939114565936674
HUN,2024-09-01,355.55,-0.9416877942774349,-1.7111737712169006,-3.0353441693029337,-2.2247277527224663,0.17652354169030043
HUN,2024-10-01,368.13,3.5381802840669385,0.8907037930278472,1.6400231922471642,0.590212312484617,2.5745259809376524
HUN,2024-11-01,385.97,4.8461141444598566,10.129255000428007,7.533502354219501,7.66548578760915,3.0353077895710068
