iso3,year_month,acled_total_events,acled_battles,acled_explosions,acled_violence_against_civilians,acled_protests,acled_riots,acled_strategic_developments,acled_total_fatalities,acled_civilian_targeting_events,acled_fatalities_per_event,acled_violence_share,acled_protest_share
GHA,2016-07-01,6,0.0,0.0,1.0,2.0,3.0,0.0,9,3.0,1.5,0.16666666666666666,0.8333333333333334
GHA,2016-08-01,14,0.0,0.0,1.0,6.0,7.0,0.0,1,2.0,0.07142857142857142,0.07142857142857142,0.9285714285714286
GHA,2016-09-01,6,0.0,0.0,0.0,2.0,4.0,0.0,4,1.0,0.6666666666666666,0.0,1.0
GHA,2016-10-01,11,1.0,0.0,0.0,7.0,2.0,1.0,0,0.0,0.0,0.09090909090909091,0.8181818181818182
GHA,2016-11-01,18,0.0,0.0,2.0,13.0,2.0,1.0,1,3.0,0.05555555555555555,0.1111111111111111,0.8333333333333334
GHA,2016-12-01,18,1.0,0.0,3.0,2.0,10.0,2.0,3,4.0,0.16666666666666666,0.2222222222222222,0.6666666666666666
GHA,2017-02-01,8,2.0,0.0,1.0,3.0,2.0,0.0,12,1.0,1.5,0.375,0.625
GHA,2017-03-01,12,2.0,0.0,2.0,3.0,5.0,0.0,5,3.0,0.4166666666666667,0.3333333333333333,0.6666666666666666
GHA,2017-04-01,20,1.0,0.0,3.0,9.0,7.0,0.0,10,3.0,0.5,0.2,0.8
GHA,2017-05-01,23,2.0,0.0,4.0,6.0,11.0,0.0,6,5.0,0.2608695652173913,0.2608695652173913,0.7391304347826086
GHA,2017-06-01,7,0.0,0.0,2.0,3.0,2.0,0.0,2,3.0,0.2857142857142857,0.2857142857142857,0.7142857142857143
GHA,2017-07-01,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,1.0
GHA,2017-08-01,3,0.0,0.0,1.0,2.0,0.0,0.0,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
GHA,2017-09-01,4,0.0,0.0,2.0,2.0,0.0,0.0,27,2.0,6.75,0.5,0.5
GHA,2017-10-01,9,1.0,0.0,0.0,2.0,6.0,0.0,12,0.0,1.3333333333333333,0.1111111111111111,0.8888888888888888
GHA,2017-11-01,13,1.0,0.0,3.0,6.0,2.0,1.0,3,3.0,0.23076923076923078,0.3076923076923077,0.6153846153846154
GHA,2017-12-01,15,1.0,0.0,1.0,9.0,4.0,0.0,10,3.0,0.6666666666666666,0.13333333333333333,0.8666666666666667
GHA,2018-01-01,8,2.0,0.0,1.0,0.0,4.0,1.0,5,3.0,0.625,0.375,0.5
GHA,2018-02-01,5,0.0,0.0,1.0,1.0,3.0,0.0,1,1.0,0.2,0.2,0.8
GHA,2018-03-01,6,0.0,0.0,0.0,4.0,1.0,1.0,0,0.0,0.0,0.0,0.8333333333333334
GHA,2018-04-01,7,1.0,0.0,1.0,2.0,2.0,1.0,0,1.0,0.0,0.2857142857142857,0.5714285714285714
GHA,2018-05-01,7,1.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,0.14285714285714285,0.8571428571428571
GHA,2018-06-01,3,1.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
GHA,2018-07-01,7,0.0,0.0,2.0,2.0,3.0,0.0,7,2.0,1.0,0.2857142857142857,0.7142857142857143
GHA,2018-08-01,5,0.0,0.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.2,0.4
GHA,2018-09-01,22,1.0,0.0,5.0,8.0,8.0,0.0,3,5.0,0.13636363636363635,0.2727272727272727,0.7272727272727273
GHA,2018-10-01,7,2.0,0.0,2.0,1.0,2.0,0.0,2,2.0,0.2857142857142857,0.5714285714285714,0.42857142857142855
GHA,2018-11-01,9,4.0,0.0,0.0,5.0,0.0,0.0,1,1.0,0.1111111111111111,0.4444444444444444,0.5555555555555556
GHA,2018-12-01,15,2.0,0.0,6.0,5.0,1.0,1.0,2,7.0,0.13333333333333333,0.5333333333333333,0.4
GHA,2019-01-01,15,3.0,0.0,6.0,3.0,3.0,0.0,4,6.0,0.26666666666666666,0.6,0.4
GHA,2019-02-01,13,2.0,0.0,5.0,4.0,2.0,0.0,5,5.0,0.38461538461538464,0.5384615384615384,0.46153846153846156
GHA,2019-03-01,18,7.0,0.0,2.0,6.0,2.0,1.0,4,3.0,0.2222222222222222,0.5,0.4444444444444444
GHA,2019-04-01,14,0.0,0.0,5.0,5.0,4.0,0.0,2,5.0,0.14285714285714285,0.35714285714285715,0.6428571428571429
GHA,2019-05-01,15,1.0,0.0,2.0,4.0,8.0,0.0,6,4.0,0.4,0.2,0.8
GHA,2019-06-01,22,6.0,0.0,0.0,4.0,12.0,0.0,6,4.0,0.2727272727272727,0.2727272727272727,0.7272727272727273
GHA,2019-07-01,12,0.0,0.0,1.0,7.0,4.0,0.0,3,1.0,0.25,0.08333333333333333,0.9166666666666666
GHA,2019-08-01,15,2.0,0.0,1.0,10.0,1.0,1.0,4,1.0,0.26666666666666666,0.2,0.7333333333333333
GHA,2019-09-01,15,0.0,0.0,1.0,11.0,1.0,2.0,1,2.0,0.06666666666666667,0.06666666666666667,0.8
GHA,2019-10-01,16,0.0,0.0,1.0,10.0,5.0,0.0,1,1.0,0.0625,0.0625,0.9375
GHA,2019-11-01,15,2.0,0.0,2.0,5.0,4.0,2.0,5,3.0,0.3333333333333333,0.26666666666666666,0.6
GHA,2019-12-01,11,0.0,0.0,3.0,6.0,2.0,0.0,2,3.0,0.18181818181818182,0.2727272727272727,0.7272727272727273
GHA,2020-01-01,41,4.0,0.0,3.0,21.0,13.0,0.0,5,7.0,0.12195121951219512,0.17073170731707318,0.8292682926829268
GHA,2020-02-01,24,1.0,0.0,3.0,12.0,7.0,1.0,1,4.0,0.041666666666666664,0.16666666666666666,0.7916666666666666
GHA,2020-03-01,17,2.0,0.0,7.0,4.0,3.0,1.0,8,7.0,0.47058823529411764,0.5294117647058824,0.4117647058823529
GHA,2020-04-01,27,2.0,0.0,5.0,9.0,11.0,0.0,7,12.0,0.25925925925925924,0.25925925925925924,0.7407407407407407
GHA,2020-05-01,29,2.0,0.0,10.0,9.0,7.0,1.0,5,12.0,0.1724137931034483,0.41379310344827586,0.5517241379310345
GHA,2020-06-01,31,1.0,0.0,5.0,11.0,12.0,2.0,4,8.0,0.12903225806451613,0.1935483870967742,0.7419354838709677
GHA,2020-07-01,35,3.0,0.0,7.0,11.0,13.0,1.0,9,8.0,0.2571428571428571,0.2857142857142857,0.6857142857142857
GHA,2020-08-01,32,2.0,0.0,7.0,15.0,8.0,0.0,5,10.0,0.15625,0.28125,0.71875
GHA,2020-09-01,33,4.0,0.0,5.0,17.0,4.0,3.0,5,7.0,0.15151515151515152,0.2727272727272727,0.6363636363636364
GHA,2020-10-01,28,1.0,0.0,8.0,9.0,6.0,4.0,4,8.0,0.14285714285714285,0.32142857142857145,0.5357142857142857
GHA,2020-11-01,19,0.0,0.0,4.0,4.0,8.0,3.0,0,8.0,0.0,0.21052631578947367,0.631578947368421
GHA,2020-12-01,54,3.0,0.0,7.0,23.0,21.0,0.0,16,12.0,0.2962962962962963,0.18518518518518517,0.8148148148148148
GHA,2021-01-01,22,0.0,0.0,1.0,9.0,6.0,6.0,1,4.0,0.045454545454545456,0.045454545454545456,0.6818181818181818
GHA,2021-02-01,15,0.0,0.0,4.0,3.0,6.0,2.0,3,4.0,0.2,0.26666666666666666,0.6
GHA,2021-03-01,12,0.0,0.0,3.0,3.0,5.0,1.0,5,6.0,0.4166666666666667,0.25,0.6666666666666666
GHA,2021-04-01,16,2.0,0.0,3.0,4.0,5.0,2.0,3,8.0,0.1875,0.3125,0.5625
GHA,2021-05-01,14,1.0,0.0,3.0,5.0,5.0,0.0,6,5.0,0.42857142857142855,0.2857142857142857,0.7142857142857143
GHA,2021-06-01,14,1.0,0.0,1.0,8.0,4.0,0.0,7,6.0,0.5,0.14285714285714285,0.8571428571428571
GHA,2021-07-01,13,0.0,0.0,2.0,6.0,5.0,0.0,3,4.0,0.23076923076923078,0.15384615384615385,0.8461538461538461
GHA,2021-08-01,15,0.0,0.0,1.0,8.0,6.0,0.0,3,5.0,0.2,0.06666666666666667,0.9333333333333333
GHA,2021-09-01,16,0.0,0.0,2.0,9.0,5.0,0.0,2,3.0,0.125,0.125,0.875
GHA,2021-10-01,28,4.0,0.0,4.0,9.0,11.0,0.0,2,11.0,0.07142857142857142,0.2857142857142857,0.7142857142857143
GHA,2021-11-01,21,2.0,0.0,2.0,9.0,6.0,2.0,2,3.0,0.09523809523809523,0.19047619047619047,0.7142857142857143
GHA,2021-12-01,27,4.0,0.0,3.0,8.0,12.0,0.0,14,7.0,0.5185185185185185,0.25925925925925924,0.7407407407407407
GHA,2022-01-01,31,4.0,0.0,2.0,8.0,15.0,2.0,13,15.0,0.41935483870967744,0.1935483870967742,0.7419354838709677
GHA,2022-02-01,21,0.0,0.0,2.0,9.0,9.0,1.0,2,3.0,0.09523809523809523,0.09523809523809523,0.8571428571428571
GHA,2022-03-01,21,3.0,0.0,3.0,6.0,6.0,3.0,6,3.0,0.2857142857142857,0.2857142857142857,0.5714285714285714
GHA,2022-04-01,14,2.0,0.0,5.0,2.0,4.0,1.0,16,6.0,1.1428571428571428,0.5,0.42857142857142855
GHA,2022-05-01,19,2.0,0.0,3.0,2.0,11.0,1.0,9,10.0,0.47368421052631576,0.2631578947368421,0.6842105263157895
GHA,2022-06-01,19,1.0,0.0,3.0,6.0,8.0,1.0,3,7.0,0.15789473684210525,0.21052631578947367,0.7368421052631579
GHA,2022-07-01,32,3.0,0.0,3.0,9.0,16.0,1.0,9,12.0,0.28125,0.1875,0.78125
GHA,2022-08-01,22,0.0,0.0,6.0,4.0,11.0,1.0,4,12.0,0.18181818181818182,0.2727272727272727,0.6818181818181818
GHA,2022-09-01,25,1.0,0.0,8.0,8.0,8.0,0.0,14,14.0,0.56,0.36,0.64
GHA,2022-10-01,21,1.0,0.0,5.0,4.0,8.0,3.0,3,8.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
GHA,2022-11-01,28,2.0,0.0,10.0,2.0,14.0,0.0,19,20.0,0.6785714285714286,0.42857142857142855,0.5714285714285714
GHA,2022-12-01,13,2.0,0.0,7.0,0.0,3.0,1.0,22,8.0,1.6923076923076923,0.6923076923076923,0.23076923076923078
GHA,2023-01-01,23,1.0,0.0,3.0,3.0,15.0,1.0,14,13.0,0.6086956521739131,0.17391304347826086,0.782608695652174
GHA,2023-02-01,29,1.0,0.0,5.0,4.0,18.0,1.0,11,14.0,0.3793103448275862,0.20689655172413793,0.7586206896551724
GHA,2023-03-01,26,1.0,0.0,5.0,9.0,10.0,1.0,10,12.0,0.38461538461538464,0.23076923076923078,0.7307692307692307
GHA,2023-04-01,30,1.0,0.0,6.0,6.0,17.0,0.0,19,14.0,0.6333333333333333,0.23333333333333334,0.7666666666666667
GHA,2023-05-01,31,0.0,0.0,4.0,8.0,19.0,0.0,11,13.0,0.3548387096774194,0.12903225806451613,0.8709677419354839
GHA,2023-06-01,16,4.0,0.0,1.0,4.0,7.0,0.0,13,6.0,0.8125,0.3125,0.6875
GHA,2023-07-01,40,0.0,0.0,6.0,8.0,26.0,0.0,16,21.0,0.4,0.15,0.85
GHA,2023-08-01,45,3.0,0.0,10.0,11.0,20.0,1.0,21,20.0,0.4666666666666667,0.28888888888888886,0.6888888888888889
GHA,2023-09-01,25,2.0,0.0,5.0,8.0,9.0,1.0,15,10.0,0.6,0.28,0.68
GHA,2023-10-01,36,1.0,0.0,6.0,14.0,15.0,0.0,10,15.0,0.2777777777777778,0.19444444444444445,0.8055555555555556
GHA,2023-11-01,37,1.0,0.0,7.0,15.0,12.0,2.0,26,13.0,0.7027027027027027,0.21621621621621623,0.7297297297297297
GHA,2023-12-01,30,0.0,0.0,3.0,10.0,17.0,0.0,11,5.0,0.36666666666666664,0.1,0.9
GHA,2024-01-01,26,1.0,0.0,8.0,5.0,11.0,1.0,22,16.0,0.8461538461538461,0.34615384615384615,0.6153846153846154
GHA,2024-02-01,19,0.0,0.0,3.0,4.0,11.0,1.0,5,7.0,0.2631578947368421,0.15789473684210525,0.7894736842105263
GHA,2024-03-01,32,2.0,0.0,0.0,11.0,16.0,3.0,16,7.0,0.5,0.0625,0.84375
GHA,2024-04-01,26,2.0,0.0,4.0,9.0,7.0,4.0,6,9.0,0.23076923076923078,0.23076923076923078,0.6153846153846154
GHA,2024-05-01,35,2.0,0.0,8.0,11.0,13.0,1.0,5,13.0,0.14285714285714285,0.2857142857142857,0.6857142857142857
GHA,2024-06-01,58,3.0,0.0,8.0,24.0,22.0,1.0,14,19.0,0.2413793103448276,0.1896551724137931,0.7931034482758621
GHA,2024-07-01,37,3.0,0.0,6.0,15.0,12.0,1.0,6,16.0,0.16216216216216217,0.24324324324324326,0.7297297297297297
GHA,2024-08-01,32,2.0,0.0,2.0,14.0,12.0,2.0,14,10.0,0.4375,0.125,0.8125
GHA,2024-09-01,46,0.0,0.0,3.0,21.0,20.0,2.0,4,12.0,0.08695652173913043,0.06521739130434782,0.8913043478260869
GHA,2024-10-01,39,5.0,0.0,8.0,8.0,14.0,4.0,35,15.0,0.8974358974358975,0.3333333333333333,0.5641025641025641
GHA,2024-11-01,50,4.0,0.0,12.0,9.0,14.0,11.0,13,21.0,0.26,0.32,0.46
GHA,2024-12-01,89,6.0,0.0,16.0,15.0,34.0,18.0,8,29.0,0.0898876404494382,0.24719101123595505,0.550561797752809
HUN,2020-01-01,10,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-02-01,22,0.0,0.0,0.0,19.0,2.0,1.0,0,1.0,0.0,0.0,0.9545454545454546
HUN,2020-03-01,15,0.0,0.0,0.0,12.0,0.0,3.0,0,0.0,0.0,0.0,0.8
HUN,2020-04-01,4,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-05-01,9,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-06-01,16,0.0,0.0,0.0,16.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-07-01,15,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-08-01,15,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-09-01,47,0.0,0.0,0.0,47.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-10-01,35,0.0,0.0,0.0,35.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2020-11-01,15,0.0,0.0,0.0,14.0,0.0,1.0,0,0.0,0.0,0.0,0.9333333333333333
HUN,2020-12-01,5,0.0,0.0,0.0,3.0,1.0,1.0,0,1.0,0.0,0.0,0.8
HUN,2021-01-01,3,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2021-02-01,5,0.0,0.0,1.0,4.0,0.0,0.0,0,1.0,0.0,0.2,0.8
HUN,2021-03-01,5,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.8
HUN,2021-04-01,5,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.8
HUN,2021-05-01,12,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2021-06-01,24,0.0,0.0,1.0,21.0,1.0,1.0,0,2.0,0.0,0.041666666666666664,0.9166666666666666
HUN,2021-07-01,14,0.0,0.0,0.0,14.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2021-08-01,10,0.0,0.0,1.0,9.0,0.0,0.0,0,1.0,0.0,0.1,0.9
HUN,2021-09-01,15,0.0,0.0,4.0,10.0,0.0,1.0,0,4.0,0.0,0.26666666666666666,0.6666666666666666
HUN,2021-10-01,12,0.0,0.0,1.0,11.0,0.0,0.0,0,1.0,0.0,0.08333333333333333,0.9166666666666666
HUN,2021-11-01,12,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2021-12-01,23,0.0,0.0,0.0,23.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-01-01,7,0.0,0.0,0.0,6.0,0.0,1.0,0,0.0,0.0,0.0,0.8571428571428571
HUN,2022-02-01,40,0.0,0.0,0.0,39.0,0.0,1.0,0,0.0,0.0,0.0,0.975
HUN,2022-03-01,28,0.0,0.0,1.0,24.0,1.0,2.0,0,2.0,0.0,0.03571428571428571,0.8928571428571429
HUN,2022-04-01,18,0.0,0.0,0.0,15.0,1.0,2.0,0,0.0,0.0,0.0,0.8888888888888888
HUN,2022-05-01,7,0.0,0.0,0.0,6.0,0.0,1.0,0,0.0,0.0,0.0,0.8571428571428571
HUN,2022-06-01,6,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-07-01,32,0.0,0.0,0.0,31.0,0.0,1.0,0,0.0,0.0,0.0,0.96875
HUN,2022-08-01,18,0.0,0.0,0.0,18.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-09-01,31,0.0,0.0,0.0,31.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-10-01,134,0.0,0.0,0.0,134.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-11-01,70,0.0,0.0,0.0,70.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2022-12-01,38,0.0,0.0,0.0,35.0,0.0,3.0,0,0.0,0.0,0.0,0.9210526315789473
HUN,2023-01-01,17,0.0,0.0,1.0,16.0,0.0,0.0,0,1.0,0.0,0.058823529411764705,0.9411764705882353
HUN,2023-02-01,24,0.0,0.0,0.0,15.0,9.0,0.0,0,8.0,0.0,0.0,1.0
HUN,2023-03-01,19,0.0,0.0,1.0,17.0,0.0,1.0,0,1.0,0.0,0.05263157894736842,0.8947368421052632
HUN,2023-04-01,15,0.0,0.0,0.0,15.0,0.0,0.0,0,1.0,0.0,0.0,1.0
HUN,2023-05-01,14,0.0,0.0,0.0,14.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-06-01,32,0.0,0.0,0.0,31.0,1.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-07-01,10,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-08-01,9,0.0,0.0,1.0,8.0,0.0,0.0,0,1.0,0.0,0.1111111111111111,0.8888888888888888
HUN,2023-09-01,15,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-10-01,30,0.0,0.0,0.0,30.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-11-01,15,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2023-12-01,6,0.0,0.0,0.0,5.0,0.0,1.0,0,0.0,0.0,0.0,0.8333333333333334
HUN,2024-01-01,13,0.0,0.0,0.0,12.0,0.0,1.0,0,0.0,0.0,0.0,0.9230769230769231
HUN,2024-02-01,38,0.0,0.0,0.0,33.0,0.0,5.0,0,0.0,0.0,0.0,0.868421052631579
HUN,2024-03-01,17,0.0,0.0,1.0,16.0,0.0,0.0,0,1.0,0.0,0.058823529411764705,0.9411764705882353
HUN,2024-04-01,14,0.0,0.0,0.0,13.0,0.0,1.0,0,0.0,0.0,0.0,0.9285714285714286
HUN,2024-05-01,9,0.0,0.0,0.0,7.0,0.0,2.0,0,0.0,0.0,0.0,0.7777777777777778
HUN,2024-06-01,14,0.0,0.0,1.0,13.0,0.0,0.0,0,1.0,0.0,0.07142857142857142,0.9285714285714286
HUN,2024-07-01,2,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2024-08-01,9,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2024-09-01,17,0.0,0.0,0.0,17.0,0.0,0.0,0,0.0,0.0,0.0,1.0
HUN,2024-10-01,15,0.0,0.0,0.0,14.0,0.0,1.0,0,0.0,0.0,0.0,0.9333333333333333
HUN,2024-11-01,10,0.0,0.0,0.0,9.0,0.0,1.0,0,0.0,0.0,0.0,0.9
HUN,2024-12-01,6,0.0,0.0,0.0,4.0,0.0,2.0,0,0.0,0.0,0.0,0.6666666666666666
IDN,2015-01-01,50,7.0,0.0,12.0,22.0,7.0,2.0,13,13.0,0.26,0.38,0.58
IDN,2015-02-01,52,0.0,1.0,4.0,38.0,8.0,1.0,4,7.0,0.07692307692307693,0.09615384615384616,0.8846153846153846
IDN,2015-03-01,60,4.0,0.0,6.0,40.0,10.0,0.0,15,9.0,0.25,0.16666666666666666,0.8333333333333334
IDN,2015-04-01,47,2.0,1.0,1.0,39.0,3.0,1.0,2,2.0,0.0425531914893617,0.0851063829787234,0.8936170212765957
IDN,2015-05-01,68,7.0,0.0,6.0,46.0,9.0,0.0,10,9.0,0.14705882352941177,0.19117647058823528,0.8088235294117647
IDN,2015-06-01,28,0.0,0.0,7.0,18.0,3.0,0.0,3,7.0,0.10714285714285714,0.25,0.75
IDN,2015-07-01,32,2.0,1.0,4.0,15.0,7.0,3.0,9,5.0,0.28125,0.21875,0.6875
IDN,2015-08-01,37,4.0,0.0,4.0,20.0,6.0,3.0,8,6.0,0.21621621621621623,0.21621621621621623,0.7027027027027027
IDN,2015-09-01,36,0.0,0.0,7.0,24.0,4.0,1.0,7,9.0,0.19444444444444445,0.19444444444444445,0.7777777777777778
IDN,2015-10-01,73,0.0,1.0,4.0,57.0,7.0,4.0,3,8.0,0.0410958904109589,0.0684931506849315,0.8767123287671232
IDN,2015-11-01,66,3.0,1.0,4.0,50.0,8.0,0.0,5,6.0,0.07575757575757576,0.12121212121212122,0.8787878787878788
IDN,2015-12-01,56,3.0,0.0,6.0,38.0,7.0,2.0,24,11.0,0.42857142857142855,0.16071428571428573,0.8035714285714286
IDN,2016-01-01,40,2.0,0.0,6.0,26.0,5.0,1.0,13,8.0,0.325,0.2,0.775
IDN,2016-02-01,42,3.0,0.0,6.0,30.0,2.0,1.0,5,6.0,0.11904761904761904,0.21428571428571427,0.7619047619047619
IDN,2016-03-01,27,1.0,0.0,6.0,17.0,3.0,0.0,10,6.0,0.37037037037037035,0.25925925925925924,0.7407407407407407
IDN,2016-04-01,49,2.0,0.0,4.0,39.0,3.0,1.0,5,4.0,0.10204081632653061,0.12244897959183673,0.8571428571428571
IDN,2016-05-01,54,1.0,0.0,6.0,39.0,7.0,1.0,3,12.0,0.05555555555555555,0.12962962962962962,0.8518518518518519
IDN,2016-06-01,18,0.0,0.0,2.0,12.0,3.0,1.0,0,3.0,0.0,0.1111111111111111,0.8333333333333334
IDN,2016-07-01,30,1.0,0.0,1.0,23.0,4.0,1.0,4,4.0,0.13333333333333333,0.06666666666666667,0.9
IDN,2016-08-01,48,1.0,0.0,6.0,28.0,11.0,2.0,3,8.0,0.0625,0.14583333333333334,0.8125
IDN,2016-09-01,28,1.0,0.0,3.0,22.0,2.0,0.0,1,4.0,0.03571428571428571,0.14285714285714285,0.8571428571428571
IDN,2016-10-01,29,0.0,0.0,2.0,23.0,4.0,0.0,2,4.0,0.06896551724137931,0.06896551724137931,0.9310344827586207
IDN,2016-11-01,24,0.0,0.0,1.0,18.0,5.0,0.0,1,3.0,0.041666666666666664,0.041666666666666664,0.9583333333333334
IDN,2016-12-01,45,2.0,0.0,3.0,39.0,0.0,1.0,5,5.0,0.1111111111111111,0.1111111111111111,0.8666666666666667
IDN,2017-01-01,9,0.0,0.0,5.0,3.0,0.0,1.0,3,5.0,0.3333333333333333,0.5555555555555556,0.3333333333333333
IDN,2017-02-01,10,1.0,0.0,1.0,7.0,1.0,0.0,5,1.0,0.5,0.2,0.8
IDN,2017-03-01,28,1.0,0.0,2.0,22.0,3.0,0.0,2,2.0,0.07142857142857142,0.10714285714285714,0.8928571428571429
IDN,2017-04-01,18,1.0,0.0,4.0,10.0,3.0,0.0,7,4.0,0.3888888888888889,0.2777777777777778,0.7222222222222222
IDN,2017-05-01,52,2.0,2.0,9.0,32.0,5.0,2.0,18,12.0,0.34615384615384615,0.25,0.7115384615384616
IDN,2017-06-01,15,2.0,0.0,5.0,8.0,0.0,0.0,3,5.0,0.2,0.4666666666666667,0.5333333333333333
IDN,2017-07-01,28,0.0,0.0,0.0,24.0,4.0,0.0,2,2.0,0.07142857142857142,0.0,1.0
IDN,2017-08-01,35,0.0,0.0,6.0,23.0,4.0,2.0,3,7.0,0.08571428571428572,0.17142857142857143,0.7714285714285715
IDN,2017-09-01,24,1.0,0.0,4.0,14.0,2.0,3.0,0,4.0,0.0,0.20833333333333334,0.6666666666666666
IDN,2017-10-01,39,5.0,0.0,13.0,16.0,4.0,1.0,4,13.0,0.10256410256410256,0.46153846153846156,0.5128205128205128
IDN,2017-11-01,23,2.0,0.0,10.0,8.0,0.0,3.0,5,10.0,0.21739130434782608,0.5217391304347826,0.34782608695652173
IDN,2017-12-01,51,1.0,0.0,4.0,46.0,0.0,0.0,1,4.0,0.0196078431372549,0.09803921568627451,0.9019607843137255
IDN,2018-01-01,67,2.0,0.0,4.0,49.0,10.0,2.0,2,4.0,0.029850746268656716,0.08955223880597014,0.8805970149253731
IDN,2018-02-01,74,1.0,0.0,4.0,62.0,6.0,1.0,3,5.0,0.04054054054054054,0.06756756756756757,0.918918918918919
IDN,2018-03-01,106,0.0,0.0,4.0,98.0,3.0,1.0,0,5.0,0.0,0.03773584905660377,0.9528301886792453
IDN,2018-04-01,115,4.0,0.0,9.0,96.0,4.0,2.0,8,11.0,0.06956521739130435,0.11304347826086956,0.8695652173913043
IDN,2018-05-01,87,8.0,4.0,3.0,58.0,10.0,4.0,53,5.0,0.6091954022988506,0.1724137931034483,0.7816091954022989
IDN,2018-06-01,56,7.0,0.0,11.0,30.0,6.0,2.0,19,11.0,0.3392857142857143,0.32142857142857145,0.6428571428571429
IDN,2018-07-01,73,6.0,2.0,6.0,52.0,5.0,2.0,25,8.0,0.3424657534246575,0.1917808219178082,0.7808219178082192
IDN,2018-08-01,75,3.0,0.0,5.0,62.0,5.0,0.0,4,5.0,0.05333333333333334,0.10666666666666667,0.8933333333333333
IDN,2018-09-01,126,1.0,0.0,4.0,111.0,9.0,1.0,4,4.0,0.031746031746031744,0.03968253968253968,0.9523809523809523
IDN,2018-10-01,78,2.0,0.0,3.0,63.0,9.0,1.0,11,4.0,0.14102564102564102,0.0641025641025641,0.9230769230769231
IDN,2018-11-01,103,2.0,0.0,5.0,86.0,8.0,2.0,7,5.0,0.06796116504854369,0.06796116504854369,0.912621359223301
IDN,2018-12-01,132,8.0,2.0,12.0,96.0,9.0,5.0,38,19.0,0.2878787878787879,0.16666666666666666,0.7954545454545454
IDN,2019-01-01,64,4.0,0.0,5.0,44.0,9.0,2.0,4,5.0,0.0625,0.140625,0.828125
IDN,2019-02-01,80,3.0,1.0,9.0,56.0,9.0,2.0,4,13.0,0.05,0.1625,0.8125
IDN,2019-03-01,96,8.0,2.0,10.0,64.0,5.0,7.0,22,11.0,0.22916666666666666,0.20833333333333334,0.71875
IDN,2019-04-01,96,8.0,0.0,13.0,55.0,19.0,1.0,7,15.0,0.07291666666666667,0.21875,0.7708333333333334
IDN,2019-05-01,145,4.0,1.0,7.0,104.0,25.0,4.0,15,7.0,0.10344827586206896,0.08275862068965517,0.8896551724137931
IDN,2019-06-01,72,0.0,0.0,8.0,48.0,7.0,9.0,9,8.0,0.125,0.1111111111111111,0.7638888888888888
IDN,2019-07-01,108,4.0,0.0,10.0,74.0,14.0,6.0,12,10.0,0.1111111111111111,0.12962962962962962,0.8148148148148148
IDN,2019-08-01,208,6.0,0.0,14.0,155.0,19.0,14.0,20,16.0,0.09615384615384616,0.09615384615384616,0.8365384615384616
