iso3,year_month,bis_govt_debt_securities_outstanding
HUN,2012-04-01,72.15373315309
HUN,2012-05-01,72.15373315309
HUN,2012-06-01,72.15373315309
HUN,2012-07-01,79.61873633202
HUN,2012-08-01,79.61873633202
HUN,2012-09-01,79.61873633202
HUN,2012-10-01,82.13411699645
HUN,2012-11-01,82.13411699645
HUN,2012-12-01,82.13411699645
HUN,2013-01-01,80.52823127709
HUN,2013-02-01,80.52823127709
HUN,2013-03-01,80.52823127709
HUN,2013-04-01,85.80675202066
HUN,2013-05-01,85.80675202066
HUN,2013-06-01,85.80675202066
HUN,2013-07-01,90.36097440466
HUN,2013-08-01,90.36097440466
HUN,2013-09-01,90.36097440466
HUN,2013-10-01,92.98942981876
HUN,2013-11-01,92.98942981876
HUN,2013-12-01,92.98942981876
HUN,2014-01-01,97.71534662838
HUN,2014-02-01,97.71534662838
HUN,2014-03-01,97.71534662838
HUN,2014-04-01,101.60174294627
HUN,2014-05-01,101.60174294627
HUN,2014-06-01,101.60174294627
HUN,2014-07-01,93.6750201467
HUN,2014-08-01,93.6750201467
HUN,2014-09-01,93.6750201467
HUN,2014-10-01,91.14484270354
HUN,2014-11-01,91.14484270354
HUN,2014-12-01,91.14484270354
HUN,2015-01-01,88.27891910005
HUN,2015-02-01,88.27891910005
HUN,2015-03-01,88.27891910005
HUN,2015-04-01,87.39698653687
HUN,2015-05-01,87.39698653687
HUN,2015-06-01,87.39698653687
HUN,2015-07-01,90.45354751368
HUN,2015-08-01,90.45354751368
HUN,2015-09-01,90.45354751368
HUN,2015-10-01,85.42356836906
HUN,2015-11-01,85.42356836906
HUN,2015-12-01,85.42356836906
HUN,2016-01-01,93.73125669802
HUN,2016-02-01,93.73125669802
HUN,2016-03-01,93.73125669802
HUN,2016-04-01,90.62489847707
HUN,2016-05-01,90.62489847707
HUN,2016-06-01,90.62489847707
HUN,2016-07-01,94.72781221551
HUN,2016-08-01,94.72781221551
HUN,2016-09-01,94.72781221551
HUN,2016-10-01,89.11998215076
HUN,2016-11-01,89.11998215076
HUN,2016-12-01,89.11998215076
HUN,2017-01-01,93.4160966361
HUN,2017-02-01,93.4160966361
HUN,2017-03-01,93.4160966361
HUN,2017-04-01,99.43439554342
HUN,2017-05-01,99.43439554342
HUN,2017-06-01,99.43439554342
HUN,2017-07-01,104.29121023824
HUN,2017-08-01,104.29121023824
HUN,2017-09-01,104.29121023824
HUN,2017-10-01,107.28658863615
HUN,2017-11-01,107.28658863615
HUN,2017-12-01,107.28658863615
HUN,2018-01-01,111.82650604616
HUN,2018-02-01,111.82650604616
HUN,2018-03-01,111.82650604616
HUN,2018-04-01,99.70547190893
HUN,2018-05-01,99.70547190893
HUN,2018-06-01,99.70547190893
HUN,2018-07-01,101.74546359143
HUN,2018-08-01,101.74546359143
HUN,2018-09-01,101.74546359143
HUN,2018-10-01,102.27270692347
HUN,2018-11-01,102.27270692347
HUN,2018-12-01,102.27270692347
HUN,2019-01-01,103.09744138788
HUN,2019-02-01,103.09744138788
HUN,2019-03-01,103.09744138788
HUN,2019-04-01,104.58698244898
HUN,2019-05-01,104.58698244898
HUN,2019-06-01,104.58698244898
HUN,2019-07-01,100.46088701476
HUN,2019-08-01,100.46088701476
HUN,2019-09-01,100.46088701476
HUN,2019-10-01,103.29005837564
HUN,2019-11-01,103.29005837564
HUN,2019-12-01,103.29005837564
HUN,2020-01-01,92.59283773638
HUN,2020-02-01,92.59283773638
HUN,2020-03-01,92.59283773638
HUN,2020-04-01,100.93933344855
HUN,2020-05-01,100.93933344855
HUN,2020-06-01,100.93933344855
HUN,2020-07-01,107.60866894873
HUN,2020-08-01,107.60866894873
HUN,2020-09-01,107.60866894873
HUN,2020-10-01,121.86493342105
HUN,2020-11-01,121.86493342105
HUN,2020-12-01,121.86493342105
HUN,2021-01-01,118.98065347566
HUN,2021-02-01,118.98065347566
HUN,2021-03-01,118.98065347566
HUN,2021-04-01,124.4265073661
HUN,2021-05-01,124.4265073661
HUN,2021-06-01,124.4265073661
HUN,2021-07-01,125.12128712368
HUN,2021-08-01,125.12128712368
HUN,2021-09-01,125.12128712368
HUN,2021-10-01,115.35039694012
HUN,2021-11-01,115.35039694012
HUN,2021-12-01,115.35039694012
HUN,2022-01-01,111.62844026789
HUN,2022-02-01,111.62844026789
HUN,2022-03-01,111.62844026789
HUN,2022-04-01,96.44731323492
HUN,2022-05-01,96.44731323492
HUN,2022-06-01,96.44731323492
HUN,2022-07-01,81.41674233616
HUN,2022-08-01,81.41674233616
HUN,2022-09-01,81.41674233616
HUN,2022-10-01,97.74075803685
HUN,2022-11-01,97.74075803685
HUN,2022-12-01,97.74075803685
HUN,2023-01-01,112.27241114485
HUN,2023-02-01,112.27241114485
HUN,2023-03-01,112.27241114485
HUN,2023-04-01,122.06596745599
HUN,2023-05-01,122.06596745599
HUN,2023-06-01,122.06596745599
HUN,2023-07-01,117.72531506882
HUN,2023-08-01,117.72531506882
HUN,2023-09-01,117.72531506882
HUN,2023-10-01,131.47537108999
HUN,2023-11-01,131.47537108999
HUN,2023-12-01,131.47537108999
HUN,2024-01-01,130.12750432017
HUN,2024-02-01,130.12750432017
HUN,2024-03-01,130.12750432017
HUN,2024-04-01,137.47783139047
HUN,2024-05-01,137.47783139047
HUN,2024-06-01,137.47783139047
HUN,2024-07-01,142.99668421466
HUN,2024-08-01,142.99668421466
HUN,2024-09-01,142.99668421466
HUN,2024-10-01,125.97246539446
HUN,2024-11-01,125.97246539446
HUN,2024-12-01,125.97246539446
IDN,2000-01-01,33.8790139158
IDN,2000-02-01,33.8790139158
IDN,2000-03-01,33.8790139158
IDN,2000-04-01,40.30127764012
IDN,2000-05-01,40.30127764012
IDN,2000-06-01,40.30127764012
IDN,2000-07-01,43.24967579697
IDN,2000-08-01,43.24967579697
IDN,2000-09-01,43.24967579697
IDN,2000-10-01,40.89080879129
IDN,2000-11-01,40.89080879129
IDN,2000-12-01,40.89080879129
IDN,2001-01-01,38.48564974112
IDN,2001-02-01,38.48564974112
IDN,2001-03-01,38.48564974112
IDN,2001-04-01,35.3538539245
IDN,2001-05-01,35.3538539245
IDN,2001-06-01,35.3538539245
IDN,2001-07-01,41.70837667188
IDN,2001-08-01,41.70837667188
IDN,2001-09-01,41.70837667188
IDN,2001-10-01,37.72054026351
IDN,2001-11-01,37.72054026351
IDN,2001-12-01,37.72054026351
IDN,2002-01-01,40.47862912797
IDN,2002-02-01,40.47862912797
IDN,2002-03-01,40.47862912797
IDN,2002-04-01,45.83426826138
IDN,2002-05-01,45.83426826138
IDN,2002-06-01,45.83426826138
IDN,2002-07-01,44.25010734174
IDN,2002-08-01,44.25010734174
IDN,2002-09-01,44.25010734174
IDN,2002-10-01,44.02250495827
IDN,2002-11-01,44.02250495827
IDN,2002-12-01,44.02250495827
IDN,2003-01-01,43.62790987271
IDN,2003-02-01,43.62790987271
IDN,2003-03-01,43.62790987271
IDN,2003-04-01,46.55008173699
IDN,2003-05-01,46.55008173699
IDN,2003-06-01,46.55008173699
IDN,2003-07-01,45.58317590133
IDN,2003-08-01,45.58317590133
IDN,2003-09-01,45.58317590133
IDN,2003-10-01,46.33791556278
IDN,2003-11-01,46.33791556278
IDN,2003-12-01,46.33791556278
IDN,2004-01-01,45.33874193379
IDN,2004-02-01,45.33874193379
IDN,2004-03-01,45.33874193379
IDN,2004-04-01,41.01037579106
IDN,2004-05-01,41.01037579106
IDN,2004-06-01,41.01037579106
IDN,2004-07-01,43.12054741014
IDN,2004-08-01,43.12054741014
IDN,2004-09-01,43.12054741014
IDN,2004-10-01,42.98214945652
IDN,2004-11-01,42.98214945652
IDN,2004-12-01,42.98214945652
IDN,2005-01-01,43.11547352927
IDN,2005-02-01,43.11547352927
IDN,2005-03-01,43.11547352927
IDN,2005-04-01,41.48373351752
IDN,2005-05-01,41.48373351752
IDN,2005-06-01,41.48373351752
IDN,2005-07-01,39.49446398442
IDN,2005-08-01,39.49446398442
IDN,2005-09-01,39.49446398442
IDN,2005-10-01,40.67538499417
IDN,2005-11-01,40.67538499417
IDN,2005-12-01,40.67538499417
IDN,2006-01-01,44.08359782722
IDN,2006-02-01,44.08359782722
IDN,2006-03-01,44.08359782722
IDN,2006-04-01,43.96988726492
IDN,2006-05-01,43.96988726492
IDN,2006-06-01,43.96988726492
IDN,2006-07-01,46.04086720867
IDN,2006-08-01,46.04086720867
IDN,2006-09-01,46.04086720867
IDN,2006-10-01,46.56153692185
IDN,2006-11-01,46.56153692185
IDN,2006-12-01,46.56153692185
IDN,2007-01-01,48.09025638018
IDN,2007-02-01,48.09025638018
IDN,2007-03-01,48.09025638018
IDN,2007-04-01,50.33953257571
IDN,2007-05-01,50.33953257571
IDN,2007-06-01,50.33953257571
IDN,2007-07-01,51.65783007524
IDN,2007-08-01,51.65783007524
IDN,2007-09-01,51.65783007524
IDN,2007-10-01,50.86470631992
IDN,2007-11-01,50.86470631992
IDN,2007-12-01,50.86470631992
IDN,2008-01-01,54.41575270364
IDN,2008-02-01,54.41575270364
IDN,2008-03-01,54.41575270364
IDN,2008-04-01,56.36493190976
IDN,2008-05-01,56.36493190976
IDN,2008-06-01,56.36493190976
IDN,2008-07-01,56.94596714685
IDN,2008-08-01,56.94596714685
IDN,2008-09-01,56.94596714685
IDN,2008-10-01,48.98236566268
IDN,2008-11-01,48.98236566268
IDN,2008-12-01,48.98236566268
IDN,2009-01-01,46.82631623932
IDN,2009-02-01,46.82631623932
IDN,2009-03-01,46.82631623932
IDN,2009-04-01,54.257737231
IDN,2009-05-01,54.257737231
IDN,2009-06-01,54.257737231
IDN,2009-07-01,59.13931297015
IDN,2009-08-01,59.13931297015
IDN,2009-09-01,59.13931297015
IDN,2009-10-01,61.50445685195
IDN,2009-11-01,61.50445685195
IDN,2009-12-01,61.50445685195
IDN,2010-01-01,65.38888747474
IDN,2010-02-01,65.38888747474
IDN,2010-03-01,65.38888747474
IDN,2010-04-01,68.54130322738
IDN,2010-05-01,68.54130322738
IDN,2010-06-01,68.54130322738
IDN,2010-07-01,72.32148571299
IDN,2010-08-01,72.32148571299
IDN,2010-09-01,72.32148571299
IDN,2010-10-01,71.38651622731
IDN,2010-11-01,71.38651622731
IDN,2010-12-01,71.38651622731
IDN,2011-01-01,77.53407166125
IDN,2011-02-01,77.53407166125
IDN,2011-03-01,77.53407166125
IDN,2011-04-01,80.56120697023
IDN,2011-05-01,80.56120697023
IDN,2011-06-01,80.56120697023
IDN,2011-07-01,76.75602667498
IDN,2011-08-01,76.75602667498
IDN,2011-09-01,76.75602667498
IDN,2011-10-01,79.66312803224
IDN,2011-11-01,79.66312803224
IDN,2011-12-01,79.66312803224
IDN,2012-01-01,82.9571649214
IDN,2012-02-01,82.9571649214
IDN,2012-03-01,82.9571649214
IDN,2012-04-01,83.85692993769
IDN,2012-05-01,83.85692993769
IDN,2012-06-01,83.85692993769
IDN,2012-07-01,78.50099694816
IDN,2012-08-01,78.50099694816
IDN,2012-09-01,78.50099694816
IDN,2012-10-01,85.12357491889
IDN,2012-11-01,85.12357491889
IDN,2012-12-01,85.12357491889
IDN,2013-01-01,88.62255617604
IDN,2013-02-01,88.62255617604
IDN,2013-03-01,88.62255617604
IDN,2013-04-01,89.53308726238
IDN,2013-05-01,89.53308726238
IDN,2013-06-01,89.53308726238
IDN,2013-07-01,82.5484187139
IDN,2013-08-01,82.5484187139
IDN,2013-09-01,82.5484187139
IDN,2013-10-01,82.06166786024
IDN,2013-11-01,82.06166786024
IDN,2013-12-01,82.06166786024
IDN,2014-01-01,94.97349579168
IDN,2014-02-01,94.97349579168
IDN,2014-03-01,94.97349579168
IDN,2014-04-01,96.79639029965
IDN,2014-05-01,96.79639029965
IDN,2014-06-01,96.79639029965
IDN,2014-07-01,99.40405496171
IDN,2014-08-01,99.40405496171
IDN,2014-09-01,99.40405496171
IDN,2014-10-01,99.11888772423
IDN,2014-11-01,99.11888772423
IDN,2014-12-01,99.11888772423
IDN,2015-01-01,101.25918250297
IDN,2015-02-01,101.25918250297
IDN,2015-03-01,101.25918250297
IDN,2015-04-01,102.86850113097
IDN,2015-05-01,102.86850113097
IDN,2015-06-01,102.86850113097
IDN,2015-07-01,96.83909545284
IDN,2015-08-01,96.83909545284
IDN,2015-09-01,96.83909545284
IDN,2015-10-01,107.18591606826
IDN,2015-11-01,107.18591606826
IDN,2015-12-01,107.18591606826
IDN,2016-01-01,120.74388982169
IDN,2016-02-01,120.74388982169
IDN,2016-03-01,120.74388982169
IDN,2016-04-01,126.91742958906
IDN,2016-05-01,126.91742958906
IDN,2016-06-01,126.91742958906
IDN,2016-07-01,135.94024473505
IDN,2016-08-01,135.94024473505
IDN,2016-09-01,135.94024473505
IDN,2016-10-01,133.76437768562
IDN,2016-11-01,133.76437768562
IDN,2016-12-01,133.76437768562
IDN,2017-01-01,143.39658897732
IDN,2017-02-01,143.39658897732
IDN,2017-03-01,143.39658897732
IDN,2017-04-01,147.25180169762
IDN,2017-05-01,147.25180169762
IDN,2017-06-01,147.25180169762
IDN,2017-07-01,152.45940109228
IDN,2017-08-01,152.45940109228
IDN,2017-09-01,152.45940109228
IDN,2017-10-01,155.27315931139
IDN,2017-11-01,155.27315931139
IDN,2017-12-01,155.27315931139
IDN,2018-01-01,159.14866923906
IDN,2018-02-01,159.14866923906
IDN,2018-03-01,159.14866923906
IDN,2018-04-01,153.98799190957
IDN,2018-05-01,153.98799190957
IDN,2018-06-01,153.98799190957
IDN,2018-07-01,154.99288782821
IDN,2018-08-01,154.99288782821
IDN,2018-09-01,154.99288782821
IDN,2018-10-01,167.60634853005
IDN,2018-11-01,167.60634853005
IDN,2018-12-01,167.60634853005
IDN,2019-01-01,181.25554579284
IDN,2019-02-01,181.25554579284
IDN,2019-03-01,181.25554579284
IDN,2019-04-01,182.83047666024
IDN,2019-05-01,182.83047666024
IDN,2019-06-01,182.83047666024
IDN,2019-07-01,191.71798902709
IDN,2019-08-01,191.71798902709
IDN,2019-09-01,191.71798902709
IDN,2019-10-01,202.34756408606
IDN,2019-11-01,202.34756408606
IDN,2019-12-01,202.34756408606
IDN,2020-01-01,177.52787747245
IDN,2020-02-01,177.52787747245
IDN,2020-03-01,177.52787747245
IDN,2020-04-01,218.42914530229
IDN,2020-05-01,218.42914530229
IDN,2020-06-01,218.42914530229
IDN,2020-07-01,235.79450960066
IDN,2020-08-01,235.79450960066
IDN,2020-09-01,235.79450960066
IDN,2020-10-01,280.08802292394
IDN,2020-11-01,280.08802292394
IDN,2020-12-01,280.08802292394
IDN,2021-01-01,291.77422678228
IDN,2021-02-01,291.77422678228
IDN,2021-03-01,291.77422678228
IDN,2021-04-01,299.8243224529
IDN,2021-05-01,299.8243224529
IDN,2021-06-01,299.8243224529
IDN,2021-07-01,317.97856965424
IDN,2021-08-01,317.97856965424
IDN,2021-09-01,317.97856965424
IDN,2021-10-01,334.67079230671
IDN,2021-11-01,334.67079230671
IDN,2021-12-01,334.67079230671
IDN,2022-01-01,342.48905693726
IDN,2022-02-01,342.48905693726
IDN,2022-03-01,342.48905693726
IDN,2022-04-01,328.5813258563
IDN,2022-05-01,328.5813258563
IDN,2022-06-01,328.5813258563
IDN,2022-07-01,340.23219626133
IDN,2022-08-01,340.23219626133
IDN,2022-09-01,340.23219626133
IDN,2022-10-01,347.56722759126
IDN,2022-11-01,347.56722759126
IDN,2022-12-01,347.56722759126
IDN,2023-01-01,372.50779512782
IDN,2023-02-01,372.50779512782
IDN,2023-03-01,372.50779512782
IDN,2023-04-01,367.35459247626
IDN,2023-05-01,367.35459247626
IDN,2023-06-01,367.35459247626
IDN,2023-07-01,375.57406374406
IDN,2023-08-01,375.57406374406
IDN,2023-09-01,375.57406374406
IDN,2023-10-01,375.77447498724
IDN,2023-11-01,375.77447498724
IDN,2023-12-01,375.77447498724
IDN,2024-01-01,365.97210622838
IDN,2024-02-01,365.97210622838
IDN,2024-03-01,365.97210622838
IDN,2024-04-01,360.37776685789
IDN,2024-05-01,360.37776685789
IDN,2024-06-01,360.37776685789
IDN,2024-07-01,397.01361146141
IDN,2024-08-01,397.01361146141
IDN,2024-09-01,397.01361146141
IDN,2024-10-01,378.59197886359
IDN,2024-11-01,378.59197886359
IDN,2024-12-01,378.59197886359
IND,2000-01-01,0.0
IND,2000-02-01,0.0
IND,2000-03-01,0.0
IND,2000-04-01,0.0
IND,2000-05-01,0.0
IND,2000-06-01,0.0
IND,2000-07-01,0.0
IND,2000-08-01,0.0
IND,2000-09-01,0.0
IND,2000-10-01,0.0
IND,2000-11-01,0.0
IND,2000-12-01,0.0
IND,2001-01-01,0.0
IND,2001-02-01,0.0
IND,2001-03-01,0.0
IND,2001-04-01,0.0
IND,2001-05-01,0.0
IND,2001-06-01,0.0
IND,2001-07-01,0.0
IND,2001-08-01,0.0
IND,2001-09-01,0.0
IND,2001-10-01,0.0
IND,2001-11-01,0.0
IND,2001-12-01,0.0
IND,2002-01-01,0.0
IND,2002-02-01,0.0
IND,2002-03-01,0.0
IND,2002-04-01,0.0
IND,2002-05-01,0.0
IND,2002-06-01,0.0
IND,2002-07-01,0.0
IND,2002-08-01,0.0
IND,2002-09-01,0.0
IND,2002-10-01,0.0
IND,2002-11-01,0.0
IND,2002-12-01,0.0
IND,2003-01-01,0.0
IND,2003-02-01,0.0
IND,2003-03-01,0.0
IND,2003-04-01,0.0
IND,2003-05-01,0.0
IND,2003-06-01,0.0
IND,2003-07-01,0.0
IND,2003-08-01,0.0
IND,2003-09-01,0.0
IND,2003-10-01,0.0
IND,2003-11-01,0.0
IND,2003-12-01,0.0
IND,2004-01-01,0.0
IND,2004-02-01,0.0
IND,2004-03-01,0.0
IND,2004-04-01,0.0
IND,2004-05-01,0.0
IND,2004-06-01,0.0
IND,2004-07-01,0.0
IND,2004-08-01,0.0
IND,2004-09-01,0.0
IND,2004-10-01,0.0
IND,2004-11-01,0.0
IND,2004-12-01,0.0
IND,2005-01-01,0.0
IND,2005-02-01,0.0
IND,2005-03-01,0.0
IND,2005-04-01,0.0
IND,2005-05-01,0.0
IND,2005-06-01,0.0
IND,2005-07-01,0.0
IND,2005-08-01,0.0
IND,2005-09-01,0.0
IND,2005-10-01,0.0
IND,2005-11-01,0.0
IND,2005-12-01,0.0
IND,2006-01-01,0.0
IND,2006-02-01,0.0
IND,2006-03-01,0.0
IND,2006-04-01,0.0
IND,2006-05-01,0.0
IND,2006-06-01,0.0
IND,2006-07-01,0.0
IND,2006-08-01,0.0
IND,2006-09-01,0.0
IND,2006-10-01,0.0
IND,2006-11-01,0.0
IND,2006-12-01,0.0
IND,2007-01-01,0.0
IND,2007-02-01,0.0
IND,2007-03-01,0.0
IND,2007-04-01,0.0
IND,2007-05-01,0.0
IND,2007-06-01,0.0
IND,2007-07-01,0.0
IND,2007-08-01,0.0
IND,2007-09-01,0.0
IND,2007-10-01,0.0
IND,2007-11-01,0.0
IND,2007-12-01,0.0
IND,2008-01-01,0.0
IND,2008-02-01,0.0
IND,2008-03-01,0.0
IND,2008-04-01,0.0
IND,2008-05-01,0.0
IND,2008-06-01,0.0
IND,2008-07-01,0.0
IND,2008-08-01,0.0
IND,2008-09-01,0.0
IND,2008-10-01,0.0
IND,2008-11-01,0.0
IND,2008-12-01,0.0
IND,2009-01-01,0.0
IND,2009-02-01,0.0
IND,2009-03-01,0.0
IND,2009-04-01,0.0
IND,2009-05-01,0.0
IND,2009-06-01,0.0
IND,2009-07-01,0.0
IND,2009-08-01,0.0
IND,2009-09-01,0.0
IND,2009-10-01,0.0
IND,2009-11-01,0.0
IND,2009-12-01,0.0
IND,2010-01-01,0.0
IND,2010-02-01,0.0
IND,2010-03-01,0.0
IND,2010-04-01,0.0
IND,2010-05-01,0.0
IND,2010-06-01,0.0
IND,2010-07-01,0.0
IND,2010-08-01,0.0
IND,2010-09-01,0.0
IND,2010-10-01,0.0
IND,2010-11-01,0.0
IND,2010-12-01,0.0
IND,2011-01-01,0.0
IND,2011-02-01,0.0
IND,2011-03-01,0.0
IND,2011-04-01,0.0
IND,2011-05-01,0.0
IND,2011-06-01,0.0
IND,2011-07-01,0.0
IND,2011-08-01,0.0
IND,2011-09-01,0.0
IND,2011-10-01,0.0
IND,2011-11-01,0.0
IND,2011-12-01,0.0
IND,2012-01-01,0.0
IND,2012-02-01,0.0
IND,2012-03-01,0.0
IND,2012-04-01,0.0
IND,2012-05-01,0.0
IND,2012-06-01,0.0
IND,2012-07-01,0.0
IND,2012-08-01,0.0
IND,2012-09-01,0.0
IND,2012-10-01,0.0
IND,2012-11-01,0.0
IND,2012-12-01,0.0
IND,2013-01-01,0.0
IND,2013-02-01,0.0
IND,2013-03-01,0.0
IND,2013-04-01,0.0
IND,2013-05-01,0.0
IND,2013-06-01,0.0
IND,2013-07-01,0.0
IND,2013-08-01,0.0
IND,2013-09-01,0.0
IND,2013-10-01,0.0
IND,2013-11-01,0.0
IND,2013-12-01,0.0
IND,2014-01-01,0.0
IND,2014-02-01,0.0
IND,2014-03-01,0.0
IND,2014-04-01,0.0
IND,2014-05-01,0.0
IND,2014-06-01,0.0
IND,2014-07-01,0.0
IND,2014-08-01,0.0
IND,2014-09-01,0.0
IND,2014-10-01,0.0
IND,2014-11-01,0.0
IND,2014-12-01,0.0
IND,2015-01-01,0.0
IND,2015-02-01,0.0
IND,2015-03-01,0.0
IND,2015-04-01,0.0
IND,2015-05-01,0.0
IND,2015-06-01,0.0
IND,2015-07-01,0.0
IND,2015-08-01,0.0
IND,2015-09-01,0.0
IND,2015-10-01,0.0
IND,2015-11-01,0.0
IND,2015-12-01,0.0
IND,2016-01-01,0.0
IND,2016-02-01,0.0
IND,2016-03-01,0.0
IND,2016-04-01,0.0
IND,2016-05-01,0.0
IND,2016-06-01,0.0
IND,2016-07-01,0.0
IND,2016-08-01,0.0
IND,2016-09-01,0.0
IND,2016-10-01,0.0
IND,2016-11-01,0.0
IND,2016-12-01,0.0
IND,2017-01-01,0.0
IND,2017-02-01,0.0
IND,2017-03-01,0.0
IND,2017-04-01,0.0
IND,2017-05-01,0.0
IND,2017-06-01,0.0
IND,2017-07-01,0.0
IND,2017-08-01,0.0
IND,2017-09-01,0.0
IND,2017-10-01,0.0
IND,2017-11-01,0.0
IND,2017-12-01,0.0
IND,2018-01-01,0.0
IND,2018-02-01,0.0
IND,2018-03-01,0.0
IND,2018-04-01,0.0
IND,2018-05-01,0.0
IND,2018-06-01,0.0
IND,2018-07-01,0.0
IND,2018-08-01,0.0
IND,2018-09-01,0.0
IND,2018-10-01,0.0
IND,2018-11-01,0.0
IND,2018-12-01,0.0
IND,2019-01-01,0.0
IND,2019-02-01,0.0
IND,2019-03-01,0.0
IND,2019-04-01,0.0
IND,2019-05-01,0.0
IND,2019-06-01,0.0
IND,2019-07-01,0.0
IND,2019-08-01,0.0
IND,2019-09-01,0.0
IND,2019-10-01,0.0
IND,2019-11-01,0.0
IND,2019-12-01,0.0
IND,2020-01-01,0.0
IND,2020-02-01,0.0
IND,2020-03-01,0.0
IND,2020-04-01,0.0
IND,2020-05-01,0.0
IND,2020-06-01,0.0
IND,2020-07-01,0.0
IND,2020-08-01,0.0
IND,2020-09-01,0.0
IND,2020-10-01,0.0
IND,2020-11-01,0.0
IND,2020-12-01,0.0
IND,2021-01-01,0.0
IND,2021-02-01,0.0
IND,2021-03-01,0.0
IND,2021-04-01,0.0
IND,2021-05-01,0.0
IND,2021-06-01,0.0
IND,2021-07-01,0.0
IND,2021-08-01,0.0
IND,2021-09-01,0.0
IND,2021-10-01,0.0
IND,2021-11-01,0.0
IND,2021-12-01,0.0
IND,2022-01-01,0.0
IND,2022-02-01,0.0
IND,2022-03-01,0.0
IND,2022-04-01,0.0
IND,2022-05-01,0.0
IND,2022-06-01,0.0
IND,2022-07-01,0.0
IND,2022-08-01,0.0
IND,2022-09-01,0.0
IND,2022-10-01,0.0
IND,2022-11-01,0.0
IND,2022-12-01,0.0
IND,2023-01-01,0.0
IND,2023-02-01,0.0
IND,2023-03-01,0.0
IND,2023-04-01,0.0
IND,2023-05-01,0.0
IND,2023-06-01,0.0
IND,2023-07-01,0.0
IND,2023-08-01,0.0
IND,2023-09-01,0.0
IND,2023-10-01,0.0
IND,2023-11-01,0.0
IND,2023-12-01,0.0
IND,2024-01-01,0.0
IND,2024-02-01,0.0
IND,2024-03-01,0.0
IND,2024-04-01,0.0
IND,2024-05-01,0.0
IND,2024-06-01,0.0
IND,2024-07-01,0.0
IND,2024-08-01,0.0
IND,2024-09-01,0.0
IND,2024-10-01,0.0
IND,2024-11-01,0.0
IND,2024-12-01,0.0
LBN,2000-01-01,25642.7
LBN,2000-02-01,25642.7
LBN,2000-03-01,25642.7
LBN,2000-04-01,26012.9
LBN,2000-05-01,26012.9
LBN,2000-06-01,26012.9
LBN,2000-07-01,26373.3
LBN,2000-08-01,26373.3
LBN,2000-09-01,26373.3
LBN,2000-10-01,26964.3
LBN,2000-11-01,26964.3
LBN,2000-12-01,26964.3
LBN,2001-01-01,27468.3
LBN,2001-02-01,27468.3
LBN,2001-03-01,27468.3
LBN,2001-04-01,27600.3
LBN,2001-05-01,27600.3
LBN,2001-06-01,27600.3
LBN,2001-07-01,27237.1
LBN,2001-08-01,27237.1
LBN,2001-09-01,27237.1
LBN,2001-10-01,28042.1
LBN,2001-11-01,28042.1
LBN,2001-12-01,28042.1
LBN,2002-01-01,27680.9
LBN,2002-02-01,27680.9
LBN,2002-03-01,27680.9
LBN,2002-04-01,27824.6
LBN,2002-05-01,27824.6
LBN,2002-06-01,27824.6
LBN,2002-07-01,27867.2
LBN,2002-08-01,27867.2
LBN,2002-09-01,27867.2
LBN,2002-10-01,25133.5
LBN,2002-11-01,25133.5
LBN,2002-12-01,25133.5
LBN,2003-01-01,25309.5
LBN,2003-02-01,25309.5
LBN,2003-03-01,25309.5
LBN,2003-04-01,24824.6
LBN,2003-05-01,24824.6
LBN,2003-06-01,24824.6
LBN,2003-07-01,25645.0
LBN,2003-08-01,25645.0
LBN,2003-09-01,25645.0
LBN,2003-10-01,26490.5
LBN,2003-11-01,26490.5
LBN,2003-12-01,26490.5
LBN,2004-01-01,27453.8
LBN,2004-02-01,27453.8
LBN,2004-03-01,27453.8
LBN,2004-04-01,27453.0
LBN,2004-05-01,27453.0
LBN,2004-06-01,27453.0
LBN,2004-07-01,26807.4
LBN,2004-08-01,26807.4
LBN,2004-09-01,26807.4
LBN,2004-10-01,25868.0
LBN,2004-11-01,25868.0
LBN,2004-12-01,25868.0
LBN,2005-01-01,25410.7
LBN,2005-02-01,25410.7
LBN,2005-03-01,25410.7
LBN,2005-04-01,26235.9
LBN,2005-05-01,26235.9
LBN,2005-06-01,26235.9
LBN,2005-07-01,27497.4
LBN,2005-08-01,27497.4
LBN,2005-09-01,27497.4
LBN,2005-10-01,28630.0
LBN,2005-11-01,28630.0
LBN,2005-12-01,28630.0
LBN,2006-01-01,27687.0
LBN,2006-02-01,27687.0
LBN,2006-03-01,27687.0
LBN,2006-04-01,28051.0
LBN,2006-05-01,28051.0
LBN,2006-06-01,28051.0
LBN,2006-07-01,29080.0
LBN,2006-08-01,29080.0
LBN,2006-09-01,29080.0
LBN,2006-10-01,29701.0
LBN,2006-11-01,29701.0
LBN,2006-12-01,29701.0
LBN,2007-01-01,30804.0
LBN,2007-02-01,30804.0
LBN,2007-03-01,30804.0
LBN,2007-04-01,28982.0
LBN,2007-05-01,28982.0
LBN,2007-06-01,28982.0
LBN,2007-07-01,29794.0
LBN,2007-08-01,29794.0
LBN,2007-09-01,29794.0
LBN,2007-10-01,30905.0
LBN,2007-11-01,30905.0
LBN,2007-12-01,30905.0
LBN,2008-01-01,32071.0
LBN,2008-02-01,32071.0
LBN,2008-03-01,32071.0
LBN,2008-04-01,34232.0
LBN,2008-05-01,34232.0
